KEY,en,notes,sp,fr,de,it,pt-br
TEAMNAME_ADJECTIVE_COLORLESS0,Нормальные,,Normales,normal|normales,Normalen,Normali,Normais
TEAMNAME_ADJECTIVE_COLORLESS1,Базовые,,Básicos,basiques,Regulären,Basilari,Básicos
TEAMNAME_ADJECTIVE_COLORLESS2,Стандартные,,Estándares,ordinaires,format2|Standard,Standard,Padrão
TEAMNAME_ADJECTIVE_JESTER0,Сумасшедшие,,Alocados,fous|folles,Verrückten,Pazzi|Pazze,Malucos
TEAMNAME_ADJECTIVE_JESTER1,Чокнутые,,Chiflados,farfelus|farfelues,Schrulligen,Squinternati|Squinternate,Pirados
TEAMNAME_ADJECTIVE_JESTER2,Удачливые,,Afortunados,chanceux|chanceuses,Glücklichen,Fortunati|Fortunate,Sortudos
TEAMNAME_ADJECTIVE_JESTER3,Придурковатые,,Bobalicones,loufoques,Exzentrischen,Goffi|Goffe,Bobões
TEAMNAME_ADJECTIVE_JESTER4,Хихикающие,,Nerviosos,gloussants|gloussantes,Giggelnden,Ridacchianti,Gargalhantes
TEAMNAME_ADJECTIVE_JESTER5,Смеющиеся,,Risueños,hilares,Lachenden,Sghignazzanti,Risonhos
TEAMNAME_ADJECTIVE_JESTER6,Смешные,,Graciosos,drôles,Lustigen,Divertenti,Engraçados
TEAMNAME_ADJECTIVE_JESTER7,Саркастичные,,Sarcásticos,sarcastiques,Sarkastischen,Sarcastici|Sarcastiche,Sarcásticos
TEAMNAME_ADJECTIVE_JESTER8,Гогочущие,,Desternillados,rigolos|rigolotes,Gackernden,Sguaiati|Sguaiate,Gargalhantes
TEAMNAME_ADJECTIVE_JESTER9,Насмехающиеся,,Burlones,moqueurs|moqueuses,Spöttischen,Beffardi|Beffarde,Zombeteiros
TEAMNAME_ADJECTIVE_JESTER10,Радужные,,Arcoíris,arcs-en-ciel,format2|Regenbogen,Arcobaleno,Arco-Íris
TEAMNAME_ADJECTIVE_JESTER11,Посмеивающиеся,,Divertidos,amusés|amusées,Glucksenden,Sorridenti,Risonhos
TEAMNAME_ADJECTIVE_JESTER12,Ехидные,,Socarrones,narquois|narquoises,Kichernden,Lieti|Liete,Joviais
TEAMNAME_ADJECTIVE_JESTER13,Улыбающиеся,,Sonrientes,souriants|souriantes,Lächelnden,Ilari,Sorridentes
TEAMNAME_ADJECTIVE_JESTER14,Гейские,,Alegres,gais|gaies,Fröhlichen,Gioiosi|Gioiose,Alegres
TEAMNAME_ADJECTIVE_MISC0,Мурррфектные,,Ronroneantes,parrrfaits|parrrfaites,Schnurrenden,Miaosi|Miaosette,Purrrfeitos
TEAMNAME_ADJECTIVE_MISC1,Пушистые,,Suaves,duveteux|duveteuses,Fluffigen,Pelosetti|Pelosette,Fofinhos
TEAMNAME_ADJECTIVE_MISC2,format2|{Catname's},,format2|{Catname} y sus,format2|{Catname} et les,Namhaften,di {Catname},format2|de {Catname}
TEAMNAME_ADJECTIVE_MISC2_M,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_F,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_N,,,,,,,
TEAMNAME_ADJECTIVE_MISC3,format2|{Catname} и,,format2|{Catname} y los,format2|{Catname} et les,Abgefahrenen,format2|{Catname} e,format2|{Catname} e os
TEAMNAME_ADJECTIVE_MISC3_M,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_F,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_N,,,,,,,
TEAMNAME_NOUN_FIGHTER0,Олухи,,Zopencos,Balourds|male,Blödiane,I Gorilloni,Brutos
TEAMNAME_NOUN_FIGHTER1,Братаны,,Machotes,Frères|male,Bros,I Fratelli,Irmãos
TEAMNAME_NOUN_FIGHTER2,Кулаки,,Puños,Poings|male,Fäuste,I Pugni,Punhos
TEAMNAME_NOUN_FIGHTER3,Задиры,,Matones,Castagneurs|male,Schlägertypen,I Picchiatori,Agressores
TEAMNAME_NOUN_FIGHTER4,Кулаки,,Puños,Poings|male,Fäuste,I Cazzotti,Punhos
TEAMNAME_NOUN_FIGHTER5,Болваны,,Memos,Sans-cervelles|male,Tölpel,Gli Imbranati,Tolos
TEAMNAME_NOUN_FIGHTER6,Герои,,Héroes,Héros|male,Helden,Gli Eroi,Heróis
TEAMNAME_NOUN_FIGHTER7,Альфы,,Alfa,Alphas|male,Alphas,Gli Alfa,Alfas
TEAMNAME_NOUN_FIGHTER8,Качки,,Atletas,Athlètes|male,Sportskanonen,I Palestrati,Atletas
TEAMNAME_NOUN_FIGHTER9,Папочки,,Forzudos,Papas|male,Daddys,I Paparini,Papais
TEAMNAME_NOUN_FIGHTER10,Хулиганы,,Abusones,Harceleurs|male,Rabauken,I Bulli,Valentões
TEAMNAME_NOUN_FIGHTER11,Драчуны,,Vapuleadores,Batteurs|male,Schläger,I Pestatori,Espancadores
TEAMNAME_NOUN_HUNTER0,Сталкеры,,Acechadores,Désaxés|male,Pirscher,I Segugi,Espreitadores
TEAMNAME_NOUN_HUNTER1,Рейнджеры,,Guardabosques,Rôdeurs|male,Waldläufer,I Ranger,Guardiões
TEAMNAME_NOUN_HUNTER2,Следопыты,,Rastreadores,Pisteurs|male,Spurensucher,I Tracciatori,Rastreadores
TEAMNAME_NOUN_HUNTER3,Наконечники,,Arqueros,Têtes de flèche|male,Bogenschützen,I Predatori,Batedores
TEAMNAME_NOUN_HUNTER4,Живодеры,,Desolladores,Écorcheurs|male,Hautabzieher,I Scorticatori,Esfoladores
TEAMNAME_NOUN_HUNTER5,Капканы,,Tramperos,Pièges|male,Fallensteller,Gli Intrappolatori,Armadilhas
TEAMNAME_NOUN_HUNTER6,Наводчики,,Observadores,Guetteurs|male,Detektive,Gli Osservatori,Olheiros
TEAMNAME_NOUN_HUNTER7,Снайперы,,Francotiradores,Tirailleurs|male,Scharfschützen,I Cecchini,Atiradores de Elite
TEAMNAME_NOUN_HUNTER8,singular|Стая,,Compañeros,Mutins|male,Meute,I Cercatori,Matilha
TEAMNAME_NOUN_HUNTER9,Дикари,,Montaraces,Sauvageons|male,Wildlinge,I Selvaggi,Selvagens
TEAMNAME_NOUN_HUNTER10,Дитя Природы,,Naturalistas,Campagnards|male,Naturburschen,I Silvestri,Naturais
TEAMNAME_NOUN_HUNTER11,Скауты,,Exploradores,Scouts|male,Pfadfinder,Gli Esploratori,Batedores
TEAMNAME_NOUN_HUNTER12,Выводок,,Polluelos,Progénitures|female,Brüter,I Discendenti,Ninhada
TEAMNAME_NOUN_MEDIC0,Доктора,,Médicos,Médecins|male,Ärzte,I Dottori,Doutores
TEAMNAME_NOUN_MEDIC1,Священники,,Sacerdotes,Curés|male,Priester,I Sacerdoti,Sacerdotes
TEAMNAME_NOUN_MEDIC2,Крестоносцы,,Cruzados,Croisés|male,Kreuzritter,I Crociati,Cruzados
TEAMNAME_NOUN_MEDIC3,Фанатики,,Fanáticos,Matrixés de la Bible|male,Bibelfreunde,I Bacchettoni,Fanáticos Religiosos
TEAMNAME_NOUN_MEDIC4,Воины Бога,,Templarios,Guerriers divins|male,Gotteskrieger,I Guerrieri di Dio,Guerreiros Divinos
TEAMNAME_NOUN_MEDIC5,Святые,,Santos,Saints|male,Heiligen,I Santi,Santos
TEAMNAME_NOUN_MEDIC6,Слуги,,Siervos,Serviteurs|male,Diener,I Servitori,Servos
TEAMNAME_NOUN_MEDIC7,Верующие,,Fieles,Croyants|male,Gläubigen,I Fedeli,Crentes
TEAMNAME_NOUN_MEDIC8,Паладины,,Paladines,Paladins|male,Paladine,I Paladini,Paladinos
TEAMNAME_NOUN_MEDIC9,Избранные,,Elegidos,Élus|male,Auserwählten,I Prescelti,Escolhidos
TEAMNAME_NOUN_MAGE0,Студенты,,Estudiantes,Élèves|male,Studenten,Gli Studenti,Estudantes
TEAMNAME_NOUN_MAGE1,Волшебники,,Brujos,Sorciers|male,Hexenmeister,I Maghi,Magos
TEAMNAME_NOUN_MAGE2,Оккультисты,,Ocultistas,Occultistes|male,Okkultisten,Gli Occultisti,Ocultistas
TEAMNAME_NOUN_MAGE3,Маги,,Magos,Magiciens|male,Magier,I Prestigiatori,Mágicos
TEAMNAME_NOUN_MAGE4,Колдуны,,Lanzahechizos,Enchanteurs|male,Zauberwirker,I Lanciaincantesimi,Encantadores
TEAMNAME_NOUN_MAGE5,Собрание,,Taumaturgos,Initiés|male,Versammelten,Gli Adunatori,Compiladores
TEAMNAME_NOUN_MAGE6,Всезнайки,,Sabiondos,Prétentieux|male,Besserwisser,I Saputelli,Sabe-Tudo
TEAMNAME_NOUN_MAGE7,Книжные Черви,,Lectores,Bibliophiles|male,Leseratten,I Topi di Biblioteca,Leitores
TEAMNAME_NOUN_MAGE8,Чародеи,,Hechiceros,Sorceleurs|male,Zauberer,Gli Stregoni,Feiticeiros
TEAMNAME_NOUN_TANK0,Скалы,,Pedruscos,Cailloux|male,Steine,I Sassi,Pedras
TEAMNAME_NOUN_TANK1,Чонки,,Zampabollos,Parpaings|male,Klumpen,I Corpulenti,Pedaços
TEAMNAME_NOUN_TANK2,Защитники,,Defensores,Défenseurs|male,Verteidiger,I Difensori,Defensores
TEAMNAME_NOUN_TANK3,Жирные Задницы,,Tragaldabas,Lardons|male,Fettwanste,I Lardosi,Rechonchudos
TEAMNAME_NOUN_TANK4,Пухляши,,Tragones,Enrobés|male,Klöße,I Paffutelli,Gordurosos
TEAMNAME_NOUN_TANK5,Стены,,Muros,Murs|male,Ziegelmauern,I Fortini,Muralhas
TEAMNAME_NOUN_TANK6,Полузащитники,,Armarios,Protecteurs|male,Linebacker,I Centravanti,Zagueiros
TEAMNAME_NOUN_TANK7,Танки,,Tanques,Tanks|male,Panzer,I Carrarmati,Tanques
TEAMNAME_NOUN_TANK8,Большие Парни,,Grandullones,Gros tas|male,Supertypen,I Ragazzoni,Garotões
TEAMNAME_NOUN_TANK9,Толстяки,,Gordinflones,Bouboules|male,Dickerchen,I Grassi,Gorduchos
TEAMNAME_NOUN_TANK10,Булки,,Holgazanes,Miches|female,Moppel,I Manzi,Gordinhos
TEAMNAME_NOUN_TANK11,Глыбы,,Gandules,Blocs|male,Bullen,I Bitorzoli,Caroços
TEAMNAME_NOUN_TANK12,Черепахи,,Acorazados,Tortues|female,Schildkröten,Le Tartarughe|female,Tartarugas
TEAMNAME_NOUN_THIEF0,Тени,,Anónimos,Ombres|female,Schatten,Le Ombre|female,Sombras
TEAMNAME_NOUN_THIEF1,Бандиты,,Bandidos,Bandits|male,Banditen,I Banditi,Bandidos
TEAMNAME_NOUN_THIEF2,Негодяи,,Bribones,Canailles|female,Schurken,I Mascalzoni,Cafajestes
TEAMNAME_NOUN_THIEF3,Читеры,,Tramposos,Tricheurs|male,Betrüger,Gli Imbroglioni,Safados
TEAMNAME_NOUN_THIEF4,Мошенники,,Estafadores,Arnaqueurs|male,Schwindler,I Truffatori,Enganadores
TEAMNAME_NOUN_THIEF5,Предатели,,Traidores,Traîtres|male,Verräter,I Pugnalatori,Apunhaladores
TEAMNAME_NOUN_THIEF6,Воры,,Ladrones,Voleurs|male,Diebe,I Ladri,Ladrões
TEAMNAME_NOUN_THIEF7,Крадуны,,Rateros,Brigands|male,Schlitzohren,I Rapinatori,Larápios
TEAMNAME_NOUN_THIEF8,Барахольщики,,Cleptómanos,Thésauriseurs|male,Hamsterer,Gli Accaparratori,Acumuladores
TEAMNAME_NOUN_THIEF9,Разбойники,,Pícaros,Voyous|male,Gauner,Le Canaglie|female,Rebeldes
TEAMNAME_NOUN_THIEF10,Мародеры,,Saqueadores,Pillards|male,Plünderer,I Saccheggiatori,Saqueadores
TEAMNAME_NOUN_THIEF11,Налетчики,,Maleantes,Filous|male,Schufte,I Razziatori,Malfeitores
TEAMNAME_NOUN_MONK0,singular|Додзё,,Monjes,Ceintures noires|female,Samurai,Gli Accademici,singular|Dojo
TEAMNAME_NOUN_MONK1,Чакры,,Chakras,Chakras|male,Chakras,I Chakra,Chakras
TEAMNAME_NOUN_MONK2,Лотосы,,Lotos,Lotus|male,Lotusblüten,I Loti,Lótus
TEAMNAME_NOUN_MONK3,Летящие Кулаки,,Golpes,Poings volants|male,Fliegenden Fäuste,I Pugni volanti,Punhos Voadores
TEAMNAME_NOUN_MONK4,Сущности,,Seres,Êtres|male,Wesen,Gli Esseri,Seres
TEAMNAME_NOUN_MONK5,Буддисты,,Budistas,Bouddhistes|male,Buddhisten,I Buddisti,Budistas
TEAMNAME_NOUN_MONK6,Мастера,,Ascetas,Artistes martiaux|male,Kampfkünstler,I Maestri di Arti Marziali,Artistas Marciais
TEAMNAME_NOUN_MONK7,Гармонии,,Adeptos,Harmonies|female,Harmoniesuchenden,Gli Armonici,Harmonias
TEAMNAME_NOUN_MONK8,Ладони,,Acólitos,Paumes|female,Hände,I Palmi,Palmas
TEAMNAME_NOUN_MONK9,Отшельники,,Ermitaños,Hermites|male,Einsiedler,Gli Eremiti,Eremitas
TEAMNAME_NOUN_MONK10,singular|Секта,,Religiosos,Sectaires|male,Sektenjünger,I Cultisti,singular|Secto
TEAMNAME_NOUN_MONK11,Спящие,,Dormilones,Dormeurs|male,Schläfer,I Dormienti,Dorminhocos
TEAMNAME_NOUN_MONK12,Притчи,,Ejemplos,Paraboles|female,Parabeln,Le Parabole|female,Parábolas
TEAMNAME_NOUN_DRUID0,Животные,,Animales,Animaux|male,Tiere,Gli Animali,Animais
TEAMNAME_NOUN_DRUID1,Музыканты,,Músicos,Musiciens|male,Musiker,I Musicisti,Músicos
TEAMNAME_NOUN_DRUID2,Зоологи,,Cuidadores,Amis des bêtes|male,Zoowärter,I Custodi dello Zoo,Zoólogos
TEAMNAME_NOUN_DRUID3,singular|Банда,,Colegas,Malfrats|male,Grobiane,Le Cosche|female,singular|Gangue
TEAMNAME_NOUN_DRUID4,Коллектив,,Hermanos,Associés|male,Pazifisten,I Collettivi,Coletivo
TEAMNAME_NOUN_DRUID5,Хиппи,,Hippies,Hippies|male,Hippies,Gli Hippie,Hippies
TEAMNAME_NOUN_DRUID6,Оборотни,,Cambiaformas,Métamorphes|male,Gestaltwandler,I Mutaforma,Metamorfos
TEAMNAME_NOUN_DRUID7,Зверушки,,Bichos,Créatures|female,Viecher,Le Creaturine|female,Criaturas
TEAMNAME_NOUN_DRUID8,Певцы,,Cantantes,Chanteurs|male,Sänger,I Cantanti,Cantores
TEAMNAME_NOUN_DRUID9,singular|Хор,,Coristas,Choristes|female,Chormitglieder,I Coristi,singular|Coro
TEAMNAME_NOUN_DRUID10,Дети Цветов,,Pimpollos,Pacifistes|male,Blumenkinder,I Figli dei Fiori,Floristas
TEAMNAME_NOUN_DRUID11,Друзья,,Amigos,Amis|male,Freunde,Gli Amici,Amigos
TEAMNAME_NOUN_PSYCHIC0,Ясновидящие,,Clarividentes,Éclairés|male,Hellseher,I Chiaroveggenti,Clarividentes
TEAMNAME_NOUN_PSYCHIC1,Провидцы,,Videntes,Prophètes|male,Seher,Gli Indovini,Adivinhadores
TEAMNAME_NOUN_PSYCHIC2,Глаза,,Ojos,Yeux|male,Augen,Gli Occhi,Olhos
TEAMNAME_NOUN_PSYCHIC3,Гадалки,,Adivinos,Cartomanciens|male,Wahrsager,I Cartomanti,Videntes
TEAMNAME_NOUN_PSYCHIC4,Манипуляторы,,Manipuladores,Manipulateurs|male,Drahtzieher,I Manipolatori,Manipuladores
TEAMNAME_NOUN_PSYCHIC5,Чтецы Мыслей,,Pitonisos,Télépathes|male,Gedankenleser,I Sensitivi,Leitores de Mentes
TEAMNAME_NOUN_PSYCHIC6,Аферисты,,Timadores,Mystificateurs|male,Trickbetrüger,I Truffatori,Golpistas
TEAMNAME_NOUN_PSYCHIC7,Пушеры,,Profetas,Gratte-papiers|male,Löffelverbieger,Gli Spacciatori,Traficantes
TEAMNAME_NOUN_PSYCHIC8,Хироманты,,Augures,Chiromanciens|male,Handleser,I Chiromanti,Leitores de Mãos
TEAMNAME_NOUN_PSYCHIC9,Телепаты,,Telépatas,Spiritistes|male,Telepathen,I Telepati,Telepatas
TEAMNAME_NOUN_BUTCHER0,Грильмастера,,Cocineros,Pros du grill|male,Grillmeister,I Maestri della Griglia,Mestres do Churrasco
TEAMNAME_NOUN_BUTCHER1,Обжоры,,Glotones,Gloutons|male,Vielfraße,I Ghiottoni,Glutões
TEAMNAME_NOUN_BUTCHER2,Желудки,,Estómagos,Estomacs|male,Schlemmerer,Gli Stomaci,Estômagos
TEAMNAME_NOUN_BUTCHER3,Боровы,,Comilones,Porcelets|male,Schweine,I Porci,Porcos
TEAMNAME_NOUN_BUTCHER4,Поросята,,Lechones,Cochons|male,Schweinchen,I Suini,Porquinhos
TEAMNAME_NOUN_BUTCHER5,Мясники,,Carniceros,Bouchers|male,Metzger,I Macellai,Açougueiros
TEAMNAME_NOUN_BUTCHER6,Дьяволы,,Demonios,Démons|male,Teufel,I Diavoli,Diabos
TEAMNAME_NOUN_BUTCHER7,Рубленные Башки,,Charcuteros,Côtelettes|female,Chop-Tops,I Decapitatori,Canibais
TEAMNAME_NOUN_BUTCHER8,singular|Рой,,Salchicheros,Puants|male,Insekten,Le Orde|female,singular|Enxame
TEAMNAME_NOUN_BUTCHER9,Мухи,,Matarifes,Mouches|female,Fliegen,Le Mosche|female,Moscas
TEAMNAME_NOUN_BUTCHER10,Рыгатели,,Destripadores,Vomitos|male,Schwelger,I Vomitatori,Vomitadores
TEAMNAME_NOUN_BUTCHER11,Кутилы,,Zampones,Boulimique|male,Leckermäulchen,Gli Ingozzatori,Descontrolados
TEAMNAME_NOUN_NECROMANCER0,Зомби,,Zombis,Zombies|male,Zombies,Gli Zombie,Zumbis
TEAMNAME_NOUN_NECROMANCER1,Скелеты,,Esqueletos,Squelettes|male,Skelette,Gli Scheletri,Esqueletos
TEAMNAME_NOUN_NECROMANCER2,Пиявки,,Chupasangres,Sangsues|female,Blutsauger,Le Sanguisughe|female,Sanguessugas
TEAMNAME_NOUN_NECROMANCER3,Сосунки,,Vampiros,Suceurs|male,Absauger,I Parassiti,Sugadores
TEAMNAME_NOUN_NECROMANCER4,Мертвые Коты,,Gatos Muertos,Morts-vivants|male,Toten Katzen,I Gatti Morti,Gatos Mortos
TEAMNAME_NOUN_NECROMANCER5,Трупы,,Difuntos,Carcasses|female,Leichen,I Corpi,Corpos
TEAMNAME_NOUN_NECROMANCER6,Кадавры,,Cadáveres,Cadavres|male,Kadaver,I Cadaveri,Cadáveres
TEAMNAME_NOUN_NECROMANCER7,Неудачники,,Inadaptados,Marginaux|male,Außenseiter,Gli Emarginati,Desajustados
TEAMNAME_NOUN_NECROMANCER8,Личинки,,Gusanos,Asticots|male,Maden,Le Larve|female,Vermes
TEAMNAME_NOUN_NECROMANCER9,Культисты,,Sectarios,Fanatiques|male,Kultisten,I Seguaci,Cultistas
TEAMNAME_NOUN_NECROMANCER10,Призраки,,Espectros,Revenants|male,Gespenster,Gli Spettri,Assustados
TEAMNAME_NOUN_TINKERER0,Роботы,,Robots,Robots|male,Roboter,I Robot,Robôs
TEAMNAME_NOUN_TINKERER1,Ученые,,Científicos,Scientifiques|male,Wissenschaftler,Gli Scienziati,Cientistas
TEAMNAME_NOUN_TINKERER2,Рабочие,,Trabajadores,Travailleurs|male,Arbeiter,Gli Operai,Trabalhadores
TEAMNAME_NOUN_TINKERER3,Инструменты,,Aparatos,Outils|male,Werkzeuge,Gli Strumenti,Ferramentas
TEAMNAME_NOUN_TINKERER4,Бомбы,,Explosivos,Bombes|female,Bomben,Le Bombe|female,Bombas
TEAMNAME_NOUN_TINKERER5,Искры,,Electricistas,Étincelles|female,Funken,I Bagliori,Fagulhas
TEAMNAME_NOUN_TINKERER6,Автоматоны,,Autómatas,Automates|male,Maschinen,Gli Automi,Autômatos
TEAMNAME_NOUN_TINKERER7,Процессоры,,Artilugios,Processeurs|male,Prozessoren,Le CPU|female,CPUs
TEAMNAME_NOUN_TINKERER8,Батарейки,,Circuitos,Batteries|female,Batterien,I Generatori,Pilhas
TEAMNAME_NOUN_TINKERER9,Изобретатели,,Inventores,Inventeurs|male,Erfinder,Gli Inventori,Inventores
TEAMNAME_NOUN_TINKERER10,Ботаны,,Frikis,Nerds|male,Nerds,I Nerd,Nerds
TEAMNAME_NOUN_TINKERER11,Гики,,Empollones,Geeks|male,Streber,I Secchioni,Geeks
TEAMNAME_NOUN_COLORLESS0,Коты,,Gatos,Chats|male,Katzen,I Gatti,Gatos
TEAMNAME_NOUN_COLORLESS1,Пацаны,,Fulanos,Garçons|male,Jungen,I Ragazzi,Meninos
TEAMNAME_NOUN_COLORLESS2,Девчонки,,Mendas,Filles|female,Mädchen,Le Ragazze|female,Meninas
TEAMNAME_NOUN_JESTER0,Джокеры,,Bromistas,Bouffons|male,Witzbolde,I Saltimbanchi,Curingas
TEAMNAME_NOUN_JESTER1,Тролли,,Liantes,Trolls|male,Trolle,I Troll,Trolls
TEAMNAME_NOUN_JESTER2,Дети,,Jóvenes,Enfants|male,Kinder,I Bimbi,Crianças
TEAMNAME_NOUN_JESTER3,Звезды,,Artistas,Étoiles|female,Sterne,Le Stelle|female,Estrelas
TEAMNAME_NOUN_JESTER4,Комики,,Comediantes,Comiques|male,Comedians,I Comici,Comediantes
TEAMNAME_NOUN_JESTER5,Клоуны,,Payasos,Clowns|male,Clowns,I Clown,Palhaços
TEAMNAME_NOUN_JESTER6,Шуты,,Bufones,Fous|male,Narren,I Buffoni,Bobos da Corte
TEAMNAME_NOUN_JESTER7,Мимы,,Mimos,Mimes|male,Pantomimen,I Mimi,Mímicos
TEAMNAME_NOUN_JESTER8,Вайлдкарды,,Comodines,Zinzolins|male,Joker,I Jolly,Curingas
TEAMNAME_NOUN_JESTER9,Радуги,,Arcoíris,Arcs-en-ciel|male,Regenbögen,Gli Arcobaleni,Arcos-Íris
TEAMNAME_NOUN_JESTER10,Балатро,,Augustos,Balatros|male,Balatros,I Ciarlatani,Bufões
TEAMNAME_NOUN_JESTER11,Остолопы,,Idiotas,Guignols|male,Dussel,I Pagliacci,Bozos
TEAMNAME_NOUN_MISC0,Чуваки,,Tipos,Types|male,Kerle,I Tipi,Caras
TEAMNAME_NOUN_MISC1,singular|Команда,,Socios,Coéquipiers|male,Teamplayer,Le Squadre|female,singular|Equipe
TEAMNAME_NOUN_MISC2,Коты,,Gatos,Chats|male,Katzen,I Gatti,Gatos
TEAMNAME_NOUN_MISC3,singular|Банда,,Colegas,Gangsters|male,Grobiane,Gli Schieramenti,singular|Gangue
TEAMNAME_NOUN_MISC4,Котята,,Gatitos,Chatons|male,Kätzchen,I Gattini,Gatinhos
TEAMNAME_NOUN_MISC5,Киски,,Mininos,Chattes|female,Muschis,Le Gattine|female,Filhotinhos de Gato
TEAMNAME_NOUN_MISC6,Комки Шерсти,,Michinos,Boules de poils|female,Fellknäuel,I Pelosetti,Bolas de Pelo
TEAMNAME_NOUN_MISC7,Пушистики,,Félidos,Poilus|male,Fluffis,I Morbidoni,Velas
TEAMNAME_NOUN_MISC8,Кошатники,,Llamagatos,Coquettes|female,Schnatterer,I Fischiatori,Conquistadores
TEAMNAME_NOUN_MISC9,Gatos,,Felinos,Gatos|male,Gatos,I Gatos,Gatitos
